"STT","Tên công ty","Mã số thuế","Trạng thái hoạt động"
"57","Không tìm thấy","109929294","Không tồn tại / Lỗi tra cứu"
"58","Không tìm thấy","101300842","Không tồn tại / Lỗi tra cứu"
"59","Không tìm thấy","101079327","Không tồn tại / Lỗi tra cứu"
"60","Không tìm thấy","310762079","Không tồn tại / Lỗi tra cứu"
"61","Không tìm thấy","102258103","Không tồn tại / Lỗi tra cứu"
"62","Không tìm thấy","109299941","Không tồn tại / Lỗi tra cứu"
"63","Không tìm thấy","107571302","Không tồn tại / Lỗi tra cứu"
"64","Không tìm thấy","105969306","Không tồn tại / Lỗi tra cứu"
"65","Không tìm thấy","101214914","Không tồn tại / Lỗi tra cứu"
"66","Không tìm thấy","105992390","Không tồn tại / Lỗi tra cứu"
"67","Không tìm thấy","107950276","Không tồn tại / Lỗi tra cứu"
"68","Không tìm thấy","0101335193-029","Không tồn tại / Lỗi tra cứu"
"69","Không tìm thấy","108240254","Không tồn tại / Lỗi tra cứu"
"70","Không tìm thấy","900270665","Không tồn tại / Lỗi tra cứu"
"71","Không tìm thấy","500232954","Không tồn tại / Lỗi tra cứu"
"72","Không tìm thấy","3700626944","Không tồn tại / Lỗi tra cứu"
"73","Không tìm thấy","107963571","Không tồn tại / Lỗi tra cứu"
"74","Không tìm thấy","3700371100","Không tồn tại / Lỗi tra cứu"
"75","Không tìm thấy","106597837","Không tồn tại / Lỗi tra cứu"
"76","Không tìm thấy","314527622","Không tồn tại / Lỗi tra cứu"
"77","Không tìm thấy","108075931","Không tồn tại / Lỗi tra cứu"
"78","Không tìm thấy","900254328","Không tồn tại / Lỗi tra cứu"
"79","Không tìm thấy","2300243293","Không tồn tại / Lỗi tra cứu"
"80","Không tìm thấy","109576338","Không tồn tại / Lỗi tra cứu"
"81","Không tìm thấy","100107564","Không tồn tại / Lỗi tra cứu"
"82","Không tìm thấy","303539425","Không tồn tại / Lỗi tra cứu"
"83","Không tìm thấy","0101508664-002","Không tồn tại / Lỗi tra cứu"
"84","Không tìm thấy","101904467","Không tồn tại / Lỗi tra cứu"
"85","Không tìm thấy","305723148","Không tồn tại / Lỗi tra cứu"
"86","Không tìm thấy","2500726308","Không tồn tại / Lỗi tra cứu"
"87","Không tìm thấy","0100112437-172","Không tồn tại / Lỗi tra cứu"
"88","Không tìm thấy","101744118","Không tồn tại / Lỗi tra cứu"
"89","Không tìm thấy","101365991","Không tồn tại / Lỗi tra cứu"
"90","Không tìm thấy","305992006","Không tồn tại / Lỗi tra cứu"
"91","Không tìm thấy","109570209","Không tồn tại / Lỗi tra cứu"
"92","Không tìm thấy","0100110768-030","Không tồn tại / Lỗi tra cứu"
"93","Không tìm thấy","302202210","Không tồn tại / Lỗi tra cứu"
"94","Không tìm thấy","108314202","Không tồn tại / Lỗi tra cứu"
"95","Không tìm thấy","0100101114-042","Không tồn tại / Lỗi tra cứu"
"96","Không tìm thấy","2300243293","Không tồn tại / Lỗi tra cứu"
"97","Không tìm thấy","303075477","Không tồn tại / Lỗi tra cứu"
"98","Không tìm thấy","0303177976-003","Không tồn tại / Lỗi tra cứu"
"99","Không tìm thấy","315766687","Không tồn tại / Lỗi tra cứu"
"100","Không tìm thấy","314385985","Không tồn tại / Lỗi tra cứu"
"101","Không tìm thấy","110335506","Không tồn tại / Lỗi tra cứu"
"102","Không tìm thấy","2300489000","Không tồn tại / Lỗi tra cứu"
"103","Không tìm thấy","100107564","Không tồn tại / Lỗi tra cứu"
"104","Không tìm thấy","105824371","Không tồn tại / Lỗi tra cứu"
"105","Không tìm thấy","2301175173","Không tồn tại / Lỗi tra cứu"
"106","Không tìm thấy","315149116","Không tồn tại / Lỗi tra cứu"
"107","Không tìm thấy","310368280","Không tồn tại / Lỗi tra cứu"
"108","Không tìm thấy","108201093","Không tồn tại / Lỗi tra cứu"
"109","Không tìm thấy","104777432","Không tồn tại / Lỗi tra cứu"
"110","Không tìm thấy","0100111948-104","Không tồn tại / Lỗi tra cứu"
"111","Không tìm thấy","0100112437-071","Không tồn tại / Lỗi tra cứu"
"112","Không tìm thấy","301452948","Không tồn tại / Lỗi tra cứu"
"113","Không tìm thấy","3602987727","Không tồn tại / Lỗi tra cứu"
"114","Không tìm thấy","314573026","Không tồn tại / Lỗi tra cứu"
"115","Không tìm thấy","100111602","Không tồn tại / Lỗi tra cứu"
"116","Không tìm thấy","0311609355-001","Không tồn tại / Lỗi tra cứu"
"117","Không tìm thấy","108491152","Không tồn tại / Lỗi tra cứu"
"118","Không tìm thấy","0100774631-036","Không tồn tại / Lỗi tra cứu"
"119","Không tìm thấy","107604519","Không tồn tại / Lỗi tra cứu"
"120","Không tìm thấy","111018531","Không tồn tại / Lỗi tra cứu"
"121","Không tìm thấy","311526885","Không tồn tại / Lỗi tra cứu"
"122","Không tìm thấy","100686223","Không tồn tại / Lỗi tra cứu"
"123","Không tìm thấy","315425856","Không tồn tại / Lỗi tra cứu"
"124","Không tìm thấy","110682757","Không tồn tại / Lỗi tra cứu"
"125","Không tìm thấy","0313168515-006","Không tồn tại / Lỗi tra cứu"
"126","Không tìm thấy","109275475","Không tồn tại / Lỗi tra cứu"
